"","country","indicator","year","value","units"
"254","Kenya","PoE.1 Routine capacities established at points of entry","2017","2",NA
"255","Kenya","PoE.2 E ective public health response at points of entry","2017","2",NA
"256","Lesotho","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2017","2",NA
"257","Lesotho","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2017","2",NA
"258","Lesotho","P.6.2 Biosafety and biosecurity training and practices","2017","2",NA
"259","Lesotho","P.7.2 National vaccine access and delivery","2017","4",NA
"260","Lesotho","D.1.1 Laboratory testing for detection of priority diseases","2017","4",NA
"261","Lesotho","D.1.2 Specimen referral and transport system","2017","1",NA
"262","Lesotho","D.1.4 Laboratory quality system","2017","2",NA
"263","Lesotho","D.3.1 System for e cient reporting to FAO, OIE and WHO","2017","2",NA
"264","Lesotho","D.3.2 Reporting network and protocols in country","2017","2",NA
"265","Lesotho","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2017","1",NA
"266","Lesotho","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2017","2",NA
"267","Lesotho","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2017","4",NA
"268","Lesotho","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2017","3",NA
"269","Lesotho","PoE.1 Routine capacities established at points of entry","2017","1",NA
"270","Lesotho","PoE.2 E ective public health response at points of entry","2017","1",NA
"271","Liberia","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2016","2",NA
"272","Liberia","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2016","2",NA
"273","Liberia","P.6.2 Biosafety and biosecurity training and practices","2016","2",NA
"274","Liberia","P.7.2 National vaccine access and delivery","2016","4",NA
"275","Liberia","D.1.1 Laboratory testing for detection of priority diseases","2016","2",NA
"276","Liberia","D.1.2 Specimen referral and transport system","2016","3",NA
"277","Liberia","D.1.4 Laboratory quality system","2016","1",NA
"278","Liberia","D.3.1 System for e cient reporting to FAO, OIE and WHO","2016","2",NA
"279","Liberia","D.3.2 Reporting network and protocols in country","2016","2",NA
"280","Liberia","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2016","3",NA
"281","Liberia","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2016","2",NA
"282","Liberia","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2016","4",NA
"283","Liberia","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2016","4",NA
"284","Liberia","PoE.1 Routine capacities established at points of entry","2016","2",NA
"285","Liberia","PoE.2 E ective public health response at points of entry","2016","1",NA
"286","Madagascar","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2017","2",NA
"287","Madagascar","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2017","2",NA
"288","Madagascar","P.6.2 Biosafety and biosecurity training and practices","2017","1",NA
"289","Madagascar","P.7.2 National vaccine access and delivery","2017","4",NA
"290","Madagascar","D.1.1 Laboratory testing for detection of priority diseases","2017","4",NA
"291","Madagascar","D.1.2 Specimen referral and transport system","2017","1",NA
"292","Madagascar","D.1.4 Laboratory quality system","2017","1",NA
"293","Madagascar","D.3.1 System for e cient reporting to FAO, OIE and WHO","2017","3",NA
"294","Madagascar","D.3.2 Reporting network and protocols in country","2017","2",NA
"295","Madagascar","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2017","3",NA
"296","Madagascar","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2017","3",NA
"297","Madagascar","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2017","1",NA
"298","Madagascar","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2017","3",NA
"299","Madagascar","PoE.1 Routine capacities established at points of entry","2017","1",NA
"300","Madagascar","PoE.2 E ective public health response at points of entry","2017","1",NA
"301","Mali","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2017","2",NA
"302","Mali","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2017","1",NA
"303","Mali","P.6.2 Biosafety and biosecurity training and practices","2017","2",NA
"304","Mali","P.7.2 National vaccine access and delivery","2017","3",NA
"305","Mali","D.1.1 Laboratory testing for detection of priority diseases","2017","4",NA
"306","Mali","D.1.2 Specimen referral and transport system","2017","3",NA
"307","Mali","D.1.4 Laboratory quality system","2017","1",NA
"308","Mali","D.3.1 System for e cient reporting to FAO, OIE and WHO","2017","3",NA
"309","Mali","D.3.2 Reporting network and protocols in country","2017","1",NA
"310","Mali","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2017","3",NA
"311","Mali","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2017","2",NA
"312","Mali","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2017","2",NA
"313","Mali","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2017","2",NA
"314","Mali","PoE.1 Routine capacities established at points of entry","2017","1",NA
"315","Mali","PoE.2 E ective public health response at points of entry","2017","1",NA
"316","Mauritania","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2017","3",NA
"317","Mauritania","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2017","1",NA
"318","Mauritania","P.6.2 Biosafety and biosecurity training and practices","2017","2",NA
"319","Mauritania","P.7.2 National vaccine access and delivery","2017","3",NA
"320","Mauritania","D.1.1 Laboratory testing for detection of priority diseases","2017","4",NA
"321","Mauritania","D.1.2 Specimen referral and transport system","2017","2",NA
"322","Mauritania","D.1.4 Laboratory quality system","2017","1",NA
"323","Mauritania","D.3.1 System for e cient reporting to FAO, OIE and WHO","2017","3",NA
"324","Mauritania","D.3.2 Reporting network and protocols in country","2017","2",NA
"325","Mauritania","D.4.2 FETP1 or other applied epidemiology training programme in place (v1)/ D.4.4 FETP or other applied epidemiology training programme is in place (v2)","2017","3",NA
"326","Mauritania","D.4.3 Workforce strategy (v1)/ D.4.1 An up-to-date multisectoral workforce strategy is in place (v2)","2017","3",NA
"327","Mauritania","R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) are linked during a suspect or con rmed biological event (v1)/ R.3.1 Public health and security authorities (e.g. law enforcement, border control, customs) linked during a suspect or confirmed biological, chemical or radiological event","2017","2",NA
"328","Mauritania","R.5.2 Internal and partner communication and coordination (v1)/ R.5.2 Internal and partner coordination for emergency risk communication (v2)","2017","2",NA
"329","Mauritania","PoE.1 Routine capacities established at points of entry","2017","2",NA
"330","Mauritania","PoE.2 E ective public health response at points of entry","2017","1",NA
"331","Mauritius","P.4.3 Mechanisms for responding to infectious and potential zoonotic diseases are established and functional (v1) / P.4.2 Mechanisms for responding to infectious and potential zoonotic diseases established and functional (v2)","2018","3",NA
"332","Mauritius","P.6.1 Whole-of-government biosafety and biosecurity system is in place for human, animal and agriculture facilities","2018","2",NA
"333","Mauritius","P.6.2 Biosafety and biosecurity training and practices","2018","1",NA
"334","Mauritius","P.7.2 National vaccine access and delivery","2018","3",NA
"335","Mauritius","D.1.1 Laboratory testing for detection of priority diseases","2018","4",NA
